File,aid,Date,(0) Water Bodies,(1) Evergreen Needleleaf Forests,(5) Mixed Forests,(7) Open Shrublands,(8) Woody Savannas,(9) Savannas,(10) Grasslands,(11) Permanent Wetlands,(12) Croplands,(14) Cropland/Natural Vegetation Mosaic,(15) Permanent Snow and Ice
Soil_Moisture_Retrieval_Data_AM_landcover_class_2020147_aid0001,aid0001,5/26/20,515,104,2,1018,489,3,361,,,,120
Soil_Moisture_Retrieval_Data_AM_landcover_class_2020148_aid0001,aid0001,5/27/20,691,893,202,1323,438,41,704,22,60,13,129
Soil_Moisture_Retrieval_Data_AM_landcover_class_2020149_aid0001,aid0001,5/28/20,734,695,129,1690,571,36,753,4,61,22,115
Soil_Moisture_Retrieval_Data_AM_landcover_class_2020150_aid0001,aid0001,5/29/20,598,217,35,1191,471,14,531,22,19,7,113
Soil_Moisture_Retrieval_Data_AM_landcover_class_2020151_aid0001,aid0001,5/30/20,712,872,155,1434,489,42,718,14,64,14,123
Soil_Moisture_Retrieval_Data_AM_landcover_class_2020152_aid0001,aid0001,5/31/20,769,640,170,1646,558,33,766,21,60,20,128
Soil_Moisture_Retrieval_Data_AM_landcover_class_2020153_aid0001,aid0001,6/1/20,720,831,220,1235,237,31,672,22,72,20,59
Soil_Moisture_Retrieval_Data_AM_landcover_class_2020154_aid0001,aid0001,6/2/20,651,356,78,1213,386,27,553,1,62,15,80
Soil_Moisture_Retrieval_Data_AM_landcover_class_2020155_aid0001,aid0001,6/3/20,521,105,2,1018,490,3,359,,,,117
Soil_Moisture_Retrieval_Data_AM_landcover_class_2020156_aid0001,aid0001,6/4/20,691,894,202,1325,437,41,705,22,60,13,129
Soil_Moisture_Retrieval_Data_AM_landcover_class_2020157_aid0001,aid0001,6/5/20,732,694,127,1690,572,36,752,4,61,22,115
Soil_Moisture_Retrieval_Data_AM_landcover_class_2020158_aid0001,aid0001,6/6/20,654,786,215,1187,379,31,654,22,62,19,119
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015090_aid0001,aid0001,3/31/15,562,330,51,723,62,33,619,22,36,8,49
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015091_aid0001,aid0001,4/1/15,634,575,146,1180,492,7,674,3,32,10,113
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015092_aid0001,aid0001,4/2/15,830,821,166,1750,587,43,760,22,70,19,139
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015093_aid0001,aid0001,4/3/15,734,905,252,1224,497,37,617,10,93,29,121
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015094_aid0001,aid0001,4/4/15,744,604,67,1690,551,22,761,21,14,,112
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015095_aid0001,aid0001,4/5/15,817,763,223,1754,566,43,741,22,88,29,128
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015096_aid0001,aid0001,4/6/15,656,610,175,1088,484,14,640,,43,14,117
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015097_aid0001,aid0001,4/7/15,830,937,115,1748,579,43,766,22,54,17,137
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015098_aid0001,aid0001,4/8/15,803,791,251,1730,545,43,730,22,93,29,127
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015099_aid0001,aid0001,4/9/15,638,573,148,1168,494,7,676,3,33,10,113
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015100_aid0001,aid0001,4/10/15,830,824,166,1750,588,43,760,22,68,19,139
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015101_aid0001,aid0001,4/11/15,747,908,252,1319,516,43,617,12,93,29,121
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015102_aid0001,aid0001,4/12/15,725,573,67,1637,534,16,761,21,16,,110
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015103_aid0001,aid0001,4/13/15,818,764,223,1750,565,43,743,22,87,29,127
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015104_aid0001,aid0001,4/14/15,658,603,176,1094,485,14,638,,43,14,116
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015105_aid0001,aid0001,4/15/15,829,941,111,1746,578,43,766,22,54,17,136
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015106_aid0001,aid0001,4/16/15,803,785,251,1731,546,43,730,22,93,29,127
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015107_aid0001,aid0001,4/17/15,634,578,150,1161,497,7,673,2,34,10,113
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015108_aid0001,aid0001,4/18/15,830,828,162,1751,590,43,760,22,69,18,140
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015109_aid0001,aid0001,4/19/15,726,755,248,1248,498,24,611,11,90,27,122
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015110_aid0001,aid0001,4/20/15,708,554,69,1455,516,9,761,21,16,,111
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015111_aid0001,aid0001,4/21/15,752,709,206,1719,565,43,680,22,83,25,127
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015112_aid0001,aid0001,4/22/15,545,263,80,707,378,3,570,,12,2,112
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015113_aid0001,aid0001,4/23/15,829,938,111,1749,581,43,766,22,54,17,137
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015114_aid0001,aid0001,4/24/15,803,789,251,1732,543,43,731,22,93,29,128
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015115_aid0001,aid0001,4/25/15,633,577,148,1169,493,7,673,3,33,10,113
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015116_aid0001,aid0001,4/26/15,830,822,166,1749,588,43,760,22,68,19,139
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015117_aid0001,aid0001,4/27/15,747,913,252,1289,513,42,617,11,93,29,121
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015118_aid0001,aid0001,4/28/15,727,583,66,1657,540,17,761,21,15,,111
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015119_aid0001,aid0001,4/29/15,818,764,223,1751,564,43,742,22,88,29,127
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015120_aid0001,aid0001,4/30/15,651,608,176,1089,484,14,641,,43,14,117
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015121_aid0001,aid0001,5/1/15,830,935,114,1749,577,43,766,22,54,17,137
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015122_aid0001,aid0001,5/2/15,803,792,251,1728,545,43,730,22,93,29,128
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015123_aid0001,aid0001,5/3/15,632,576,147,1173,494,7,676,3,33,10,113
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015124_aid0001,aid0001,5/4/15,830,821,167,1747,587,43,760,22,68,19,139
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015125_aid0001,aid0001,5/5/15,743,911,252,1249,507,39,620,11,93,29,121
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015126_aid0001,aid0001,5/6/15,738,591,67,1680,546,20,761,21,15,,112
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015127_aid0001,aid0001,5/7/15,817,763,222,1751,566,43,742,22,88,29,127
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015128_aid0001,aid0001,5/8/15,654,608,175,1089,485,14,640,,43,14,117
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015129_aid0001,aid0001,5/9/15,830,934,115,1748,577,43,766,22,54,17,137
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015130_aid0001,aid0001,5/10/15,803,796,251,1728,544,43,729,22,93,29,128
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015131_aid0001,aid0001,5/11/15,637,575,146,1181,492,7,677,3,32,10,113
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015132_aid0001,aid0001,5/12/15,520,698,153,1453,582,33,393,1,66,19,105
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015134_aid0001,aid0001,5/14/15,427,16,,316,1,,554,21,,,49
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015135_aid0001,aid0001,5/15/15,650,397,37,1426,447,36,681,22,10,7,125
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015136_aid0001,aid0001,5/16/15,652,608,175,1088,484,14,639,,43,14,117
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015137_aid0001,aid0001,5/17/15,830,935,115,1748,577,43,766,22,54,17,137
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015138_aid0001,aid0001,5/18/15,802,799,251,1728,543,43,730,22,93,29,128
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015139_aid0001,aid0001,5/19/15,640,575,146,1181,494,7,678,3,32,10,113
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015140_aid0001,aid0001,5/20/15,830,820,166,1748,589,43,760,22,69,19,139
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015141_aid0001,aid0001,5/21/15,733,902,252,1219,497,37,615,10,93,29,122
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015142_aid0001,aid0001,5/22/15,745,613,67,1694,550,22,761,21,15,,112
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015143_aid0001,aid0001,5/23/15,817,762,223,1754,567,43,741,22,88,29,128
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015144_aid0001,aid0001,5/24/15,654,610,175,1092,483,14,640,,43,14,117
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015145_aid0001,aid0001,5/25/15,830,935,114,1749,577,43,766,22,54,17,137
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015146_aid0001,aid0001,5/26/15,802,798,251,1727,543,43,730,22,93,29,128
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015147_aid0001,aid0001,5/27/15,634,575,146,1181,494,7,676,3,33,10,113
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015148_aid0001,aid0001,5/28/15,830,821,167,1748,588,43,760,22,69,19,139
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015149_aid0001,aid0001,5/29/15,734,903,252,1219,499,37,616,10,93,29,122
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015150_aid0001,aid0001,5/30/15,745,610,66,1695,550,22,761,21,14,,112
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015151_aid0001,aid0001,5/31/15,817,761,223,1753,564,43,742,22,88,29,128
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015152_aid0001,aid0001,6/1/15,656,611,175,1090,483,14,641,,43,14,116
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015153_aid0001,aid0001,6/2/15,696,928,113,1351,415,43,697,22,54,17,121
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015154_aid0001,aid0001,6/3/15,704,798,251,1504,507,43,685,22,93,29,128
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015155_aid0001,aid0001,6/4/15,636,575,145,1181,492,7,677,3,32,10,113
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015156_aid0001,aid0001,6/5/15,830,823,166,1748,588,43,760,22,69,19,139
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015157_aid0001,aid0001,6/6/15,737,907,252,1226,499,37,619,10,93,29,121
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015158_aid0001,aid0001,6/7/15,744,604,67,1690,551,22,762,21,14,,112
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015159_aid0001,aid0001,6/8/15,817,763,223,1755,565,43,742,22,88,29,128
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015160_aid0001,aid0001,6/9/15,658,611,175,1087,482,14,639,,43,14,117
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015161_aid0001,aid0001,6/10/15,830,935,115,1749,577,43,766,22,54,17,137
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015162_aid0001,aid0001,6/11/15,802,797,251,1727,544,43,731,22,93,29,128
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015163_aid0001,aid0001,6/12/15,633,575,146,1181,493,7,676,3,32,10,113
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015164_aid0001,aid0001,6/13/15,830,822,166,1747,587,43,760,22,68,19,139
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015165_aid0001,aid0001,6/14/15,739,912,252,1240,502,39,617,10,93,29,121
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015166_aid0001,aid0001,6/15/15,742,593,66,1683,548,20,761,21,15,,112
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015167_aid0001,aid0001,6/16/15,313,582,197,1045,467,27,283,,79,22,86
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015168_aid0001,aid0001,6/17/15,385,,,64,,,457,,,,49
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015169_aid0001,aid0001,6/18/15,763,770,115,1601,555,34,730,22,54,17,129
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015170_aid0001,aid0001,6/19/15,500,53,2,716,415,1,402,,4,,125
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015171_aid0001,aid0001,6/20/15,633,576,147,1174,494,7,674,3,33,10,113
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015172_aid0001,aid0001,6/21/15,830,822,167,1748,587,43,760,22,68,19,139
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015173_aid0001,aid0001,6/22/15,746,912,252,1273,513,39,619,11,93,29,122
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015174_aid0001,aid0001,6/23/15,732,588,67,1667,539,20,761,21,16,,112
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015175_aid0001,aid0001,6/24/15,817,761,223,1753,566,43,742,22,88,29,127
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015176_aid0001,aid0001,6/25/15,437,609,176,1024,484,14,214,,43,14,109
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015177_aid0001,aid0001,6/26/15,829,936,115,1748,578,43,766,22,54,17,137
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015178_aid0001,aid0001,6/27/15,803,789,251,1731,546,43,730,22,93,29,128
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015179_aid0001,aid0001,6/28/15,636,575,148,1173,494,7,676,3,33,10,112
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015180_aid0001,aid0001,6/29/15,830,822,167,1748,587,43,760,22,68,19,140
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015181_aid0001,aid0001,6/30/15,748,913,252,1313,515,43,622,11,93,29,122
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015182_aid0001,aid0001,7/1/15,727,575,66,1642,536,16,761,21,16,,111
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015183_aid0001,aid0001,7/2/15,811,764,223,1711,538,43,733,22,87,29,127
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015184_aid0001,aid0001,7/3/15,656,607,176,1090,484,14,638,,43,14,117
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015185_aid0001,aid0001,7/4/15,829,939,112,1748,579,43,766,22,54,17,137
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015186_aid0001,aid0001,7/5/15,803,788,251,1730,545,43,730,22,93,29,127
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015187_aid0001,aid0001,7/6/15,634,577,149,1166,494,7,677,3,33,10,113
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015188_aid0001,aid0001,7/7/15,711,702,154,1461,582,33,561,1,67,19,140
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015189_aid0001,aid0001,7/8/15,747,909,252,1375,519,43,618,12,93,29,121
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015190_aid0001,aid0001,7/9/15,726,562,69,1603,529,16,761,21,16,,110
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015191_aid0001,aid0001,7/10/15,818,765,223,1750,564,43,743,22,87,29,127
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015192_aid0001,aid0001,7/11/15,655,608,177,1095,485,14,639,,43,14,116
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015193_aid0001,aid0001,7/12/15,829,943,111,1749,581,43,766,22,54,17,137
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015194_aid0001,aid0001,7/13/15,801,786,251,1696,547,43,721,22,93,29,127
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015195_aid0001,aid0001,7/14/15,637,577,150,1164,497,7,677,3,34,10,113
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015196_aid0001,aid0001,7/15/15,830,828,162,1751,589,43,760,22,69,19,140
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015197_aid0001,aid0001,7/16/15,750,906,252,1441,521,43,617,13,93,29,123
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015198_aid0001,aid0001,7/17/15,717,554,71,1563,515,15,754,21,16,,111
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015199_aid0001,aid0001,7/18/15,819,765,223,1750,566,43,744,22,87,29,128
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015200_aid0001,aid0001,7/19/15,657,606,177,1096,484,14,638,,43,14,116
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015201_aid0001,aid0001,7/20/15,829,941,113,1747,579,43,766,22,54,17,136
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015202_aid0001,aid0001,7/21/15,804,784,251,1732,546,43,730,22,93,29,127
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015203_aid0001,aid0001,7/22/15,632,579,151,1159,497,8,679,1,34,11,113
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015204_aid0001,aid0001,7/23/15,806,831,159,1750,590,43,697,22,68,18,139
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015205_aid0001,aid0001,7/24/15,749,905,252,1515,523,43,619,14,93,29,122
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015206_aid0001,aid0001,7/25/15,706,552,72,1517,509,12,761,21,16,,109
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015207_aid0001,aid0001,7/26/15,819,765,221,1752,567,43,744,22,86,29,128
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015208_aid0001,aid0001,7/27/15,658,605,177,1092,484,14,636,,44,14,117
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015209_aid0001,aid0001,7/28/15,589,910,114,1582,577,43,446,1,54,17,109
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015210_aid0001,aid0001,7/29/15,805,781,251,1734,548,43,730,22,93,29,127
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015211_aid0001,aid0001,7/30/15,634,579,152,1153,499,8,678,1,34,12,113
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015212_aid0001,aid0001,7/31/15,830,833,158,1753,587,43,760,22,66,19,140
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015213_aid0001,aid0001,8/1/15,709,881,250,1157,169,43,566,14,93,29,50
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015214_aid0001,aid0001,8/2/15,703,554,73,1496,508,11,761,21,16,,109
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015215_aid0001,aid0001,8/3/15,819,766,221,1752,567,43,745,22,86,29,128
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015216_aid0001,aid0001,8/4/15,430,604,177,1035,483,14,211,,44,14,106
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015217_aid0001,aid0001,8/5/15,829,944,114,1747,579,43,766,22,54,17,136
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015218_aid0001,aid0001,8/6/15,805,783,251,1732,548,43,731,22,93,29,127
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015219_aid0001,aid0001,8/7/15,635,579,151,1160,498,8,679,2,34,11,113
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015220_aid0001,aid0001,8/8/15,830,831,160,1752,590,43,760,22,68,18,140
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015221_aid0001,aid0001,8/9/15,750,905,252,1473,523,43,615,13,93,29,122
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015222_aid0001,aid0001,8/10/15,712,554,71,1547,513,15,761,21,16,,111
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015223_aid0001,aid0001,8/11/15,819,766,223,1751,566,43,744,22,87,29,128
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015224_aid0001,aid0001,8/12/15,657,606,177,1095,485,14,642,,43,14,116
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015225_aid0001,aid0001,8/13/15,829,939,113,1750,579,43,766,22,54,17,136
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015226_aid0001,aid0001,8/14/15,804,786,251,1733,546,43,730,22,93,29,127
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015227_aid0001,aid0001,8/15/15,638,577,150,1163,498,7,677,3,34,10,114
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015228_aid0001,aid0001,8/16/15,830,828,165,1750,589,43,760,22,69,19,140
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015229_aid0001,aid0001,8/17/15,748,908,252,1401,521,43,616,12,93,29,122
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015230_aid0001,aid0001,8/18/15,725,557,69,1589,524,16,761,21,16,,110
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015231_aid0001,aid0001,8/19/15,818,762,223,1750,565,43,743,22,87,29,127
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015232_aid0001,aid0001,8/20/15,653,611,176,1096,485,14,641,,43,14,116
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015233_aid0001,aid0001,8/21/15,829,940,111,1749,581,43,766,22,54,17,137
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015234_aid0001,aid0001,8/22/15,804,788,251,1732,546,43,731,22,93,29,128
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015235_aid0001,aid0001,8/23/15,636,577,149,1167,495,7,676,3,34,10,113
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015236_aid0001,aid0001,8/24/15,805,826,166,1748,588,43,697,22,68,19,138
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015237_aid0001,aid0001,8/25/15,747,910,252,1333,516,43,618,12,93,29,122
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015238_aid0001,aid0001,8/26/15,726,571,66,1633,536,16,761,21,16,,112
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015239_aid0001,aid0001,8/27/15,818,763,223,1750,566,43,743,22,87,29,127
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015240_aid0001,aid0001,8/28/15,659,608,176,1091,484,14,641,,43,14,117
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015241_aid0001,aid0001,8/29/15,830,939,114,1749,579,43,766,22,54,17,137
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015242_aid0001,aid0001,8/30/15,802,791,251,1730,547,43,730,22,93,29,127
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015243_aid0001,aid0001,8/31/15,632,577,148,1172,494,7,676,3,33,10,113
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015244_aid0001,aid0001,9/1/15,830,824,167,1749,588,43,760,22,68,19,139
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015245_aid0001,aid0001,9/2/15,745,913,252,1277,511,40,615,11,93,29,122
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015246_aid0001,aid0001,9/3/15,730,587,66,1666,541,19,761,21,15,,112
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015247_aid0001,aid0001,9/4/15,699,764,223,1470,484,43,683,22,88,29,124
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015248_aid0001,aid0001,9/5/15,655,610,175,1088,485,14,639,,43,14,117
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015249_aid0001,aid0001,9/6/15,830,936,115,1749,577,43,766,22,54,17,137
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015250_aid0001,aid0001,9/7/15,802,794,251,1729,545,43,730,22,93,29,128
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015251_aid0001,aid0001,9/8/15,638,575,146,1179,493,7,676,3,33,10,112
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015252_aid0001,aid0001,9/9/15,830,821,166,1748,589,43,760,22,68,19,139
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015253_aid0001,aid0001,9/10/15,738,910,252,1238,501,39,618,10,93,29,122
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015254_aid0001,aid0001,9/11/15,743,597,66,1687,550,20,761,21,15,,112
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015255_aid0001,aid0001,9/12/15,817,763,223,1754,566,43,742,22,88,29,128
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015256_aid0001,aid0001,9/13/15,657,610,175,1092,485,14,640,,43,14,117
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015257_aid0001,aid0001,9/14/15,830,935,115,1748,577,43,766,22,54,17,137
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015258_aid0001,aid0001,9/15/15,802,800,251,1730,543,43,731,22,93,29,128
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015259_aid0001,aid0001,9/16/15,635,575,146,1186,492,7,677,3,32,10,113
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015260_aid0001,aid0001,9/17/15,830,820,168,1749,591,43,760,22,70,20,139
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015261_aid0001,aid0001,9/18/15,736,895,252,1207,498,37,616,10,93,29,120
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015262_aid0001,aid0001,9/19/15,747,627,65,1700,551,22,761,21,14,,114
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015263_aid0001,aid0001,9/20/15,817,762,224,1753,565,43,741,22,88,29,128
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015264_aid0001,aid0001,9/21/15,659,609,175,1094,486,14,642,,43,14,116
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015265_aid0001,aid0001,9/22/15,830,933,115,1749,578,43,766,22,54,17,137
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015266_aid0001,aid0001,9/23/15,802,798,251,1726,542,43,730,22,93,29,128
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015267_aid0001,aid0001,9/24/15,634,575,145,1186,491,7,675,4,32,10,113
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015268_aid0001,aid0001,9/25/15,830,818,168,1749,592,43,760,22,70,19,139
Soil_Moisture_Retrieval_Data_PM_landcover_class_pm_2015269_aid0001,aid0001,9/26/15,685,474,69,795,146,34,552,10,45,14,49
